run,execution_time,hiddensize,batchsize,learningrate,history,channels,kernelsize,activation,rmse_train,rmse_val,mae_train,mae_val
50,35773.16855120659,64,32,0.0001,10,[10],3,<class 'torch.nn.modules.activation.ReLU'>,1.416951060295105,1.7302953004837036,1.0719196796417236,1.325291633605957
50,36093.61308860779,32,64,0.01,10,[10],2,<class 'torch.nn.modules.activation.ReLU'>,0.7643296122550964,2.2480015754699707,0.5961270928382874,1.6118563413619995
50,37304.01924443245,64,32,0.0001,10,[28],3,<class 'torch.nn.modules.activation.ReLU'>,1.2863606214523315,1.735514521598816,0.9667782783508301,1.3076077699661255
50,37697.80084681511,64,32,0.0001,20,[10],4,<class 'torch.nn.modules.activation.ReLU'>,1.2787508964538574,1.8108530044555664,0.9631546139717102,1.379874587059021
50,38116.017953157425,128,32,0.01,15,[10],4,<class 'torch.nn.modules.activation.ReLU'>,0.5042349696159363,2.245051622390747,0.3907071352005005,1.6665788888931274
50,38150.68200969696,64,32,0.0001,20,[10],3,<class 'torch.nn.modules.activation.ReLU'>,1.2763298749923706,1.7693549394607544,0.9597766995429993,1.3300429582595825
50,38371.770439863205,64,64,0.001,20,[10],4,<class 'torch.nn.modules.activation.ReLU'>,0.5725097060203552,2.1600775718688965,0.4320237636566162,1.61270272731781
50,39114.89097738266,32,128,0.001,15,[10],4,<class 'torch.nn.modules.activation.ReLU'>,0.7402524352073669,2.099480390548706,0.5583838820457458,1.5645815134048462
50,39136.61947822571,256,32,0.005,15,[10],4,<class 'torch.nn.modules.activation.ReLU'>,0.4111703336238861,2.10713267326355,0.3169766664505005,1.5684728622436523
50,39437.711419820786,256,64,0.0001,10,[14],2,<class 'torch.nn.modules.activation.ReLU'>,1.2262415885925293,1.7391303777694702,0.9233119487762451,1.3195537328720093
50,39711.97260046005,128,128,0.0001,10,[14],2,<class 'torch.nn.modules.activation.ReLU'>,1.2370758056640625,1.7214127779006958,0.9267403483390808,1.2913700342178345
50,40692.00380063057,32,128,0.0001,20,[14],4,<class 'torch.nn.modules.activation.ReLU'>,1.1393357515335083,1.762649416923523,0.8573839068412781,1.3281909227371216
50,41125.53839659691,32,128,0.001,30,[10],3,<class 'torch.nn.modules.activation.ReLU'>,0.6039829850196838,2.2658896446228027,0.46877774596214294,1.6602816581726074
50,41177.985013484955,256,128,0.001,10,[14],2,<class 'torch.nn.modules.activation.ReLU'>,0.20424504578113556,2.226670980453491,0.146800696849823,1.655309796333313
50,41279.52975130081,512,32,0.001,10,[10],3,<class 'torch.nn.modules.activation.ReLU'>,0.3790689706802368,2.1127941608428955,0.2827730178833008,1.596395492553711
50,41592.191504240036,256,128,0.005,15,[10],4,<class 'torch.nn.modules.activation.ReLU'>,0.1900510936975479,2.2778542041778564,0.14455680549144745,1.670198917388916
50,41596.93378782272,32,128,0.005,30,[10],2,<class 'torch.nn.modules.activation.ReLU'>,0.26371386647224426,2.2789833545684814,0.2015334814786911,1.6859111785888672
50,41612.61191558838,32,32,0.0001,30,[28],4,<class 'torch.nn.modules.activation.ReLU'>,0.9897828102111816,1.7723731994628906,0.7466058135032654,1.3277992010116577
50,41707.92270278931,256,64,0.001,20,[10],3,<class 'torch.nn.modules.activation.ReLU'>,0.19657206535339355,2.153046131134033,0.14288409054279327,1.6213493347167969
50,41712.73602628708,64,64,0.0001,20,[28],2,<class 'torch.nn.modules.activation.ReLU'>,0.9852038025856018,1.8171249628067017,0.7314376831054688,1.3787485361099243
50,41845.57715678215,64,128,0.001,15,[28],4,<class 'torch.nn.modules.activation.ReLU'>,0.40316227078437805,2.0924651622772217,0.30608803033828735,1.5800398588180542
50,42356.02279472351,256,64,0.0001,20,[28],4,<class 'torch.nn.modules.activation.ReLU'>,0.6512675881385803,2.022068738937378,0.48639392852783203,1.4993196725845337
50,42375.99677205086,32,64,0.0001,30,[28],4,<class 'torch.nn.modules.activation.ReLU'>,0.8742053508758545,1.779577612876892,0.6601050496101379,1.333897590637207
50,42433.06387090683,256,32,0.01,15,[28],2,<class 'torch.nn.modules.activation.ReLU'>,0.35666993260383606,1.9892538785934448,0.27281835675239563,1.5107417106628418
50,42453.697779893875,512,64,0.005,10,[10],3,<class 'torch.nn.modules.activation.ReLU'>,0.2227262705564499,2.1536731719970703,0.1678311675786972,1.6126713752746582
50,42631.267583847046,32,256,0.001,10,[10],2,<class 'torch.nn.modules.activation.ReLU'>,0.8114044070243835,2.061818838119507,0.6150329113006592,1.5562644004821777
50,42703.05234003067,64,256,0.005,10,[10],2,<class 'torch.nn.modules.activation.ReLU'>,0.5170467495918274,2.3238606452941895,0.39000633358955383,1.7033427953720093
50,42703.300139427185,512,32,0.01,10,[14],2,<class 'torch.nn.modules.activation.ReLU'>,0.4673856198787689,2.120666265487671,0.35698917508125305,1.5915942192077637
50,42704.59728598595,256,64,0.001,15,[28],4,<class 'torch.nn.modules.activation.ReLU'>,0.2465353012084961,2.119992971420288,0.18460416793823242,1.5842498540878296
50,42783.45653271675,512,32,0.01,20,[10],3,<class 'torch.nn.modules.activation.ReLU'>,0.40004846453666687,2.125730037689209,0.2974419891834259,1.5881625413894653
50,43425.270803928375,128,128,0.005,30,[10],2,<class 'torch.nn.modules.activation.ReLU'>,0.10195686668157578,2.1795127391815186,0.07790512591600418,1.623302936553955
